news_date,prediction_date,news_count,predicted_urea_strategy,predicted_dap_strategy,predicted_mop_strategy,latency_sec,token_usage_total,token_usage,actual_urea_strategy,urea_strategy_match,actual_dap_strategy,dap_strategy_match,actual_mop_strategy,mop_strategy_match,urea_return_pct,urea_predicted_pnl,urea_actual_pnl,dap_return_pct,dap_predicted_pnl,dap_actual_pnl,mop_return_pct,mop_predicted_pnl,mop_actual_pnl,total_predicted_pnl,sum_predicted_pnl,total_actual_pnl,sum_actual_pnl
2020-02-13,2020-02-14,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-02-14,2020-02-15,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-02-15,2020-02-16,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-02-16,2020-02-17,0,volatility,sell,volatility,0.0,0,{},sell,False,sell,True,sell,False,-6.3526,0.0,0.06352567496029649,-3.5928,0.03592814371257491,0.03592814371257491,-7.0703,0.0,0.07070288202363684,0.03592814371257491,0.03592814371257491,0.17015670069650823,0.17015670069650823
2020-02-17,2020-02-18,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-02-18,2020-02-19,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-02-19,2020-02-20,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-02-20,2020-02-21,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-02-21,2020-02-22,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-02-22,2020-02-23,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-02-23,2020-02-24,0,volatility,sell,volatility,0.0,0,{},volatility,True,volatility,False,buy,False,-1.1306,0.0,0.0,0.8627,-0.008626639061421582,0.0,2.5435,0.0,0.025435073627844806,-0.008626639061421582,-0.008626639061421582,0.025435073627844806,0.025435073627844806
2020-02-24,2020-02-25,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-02-25,2020-02-26,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-02-26,2020-02-27,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-02-27,2020-02-28,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-02-28,2020-02-29,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-02-29,2020-03-01,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-01,2020-03-02,0,volatility,sell,volatility,0.0,0,{},buy,False,volatility,False,buy,False,3.6878,0.0,0.036878216123499064,-0.4447,0.00444748546014373,0.0,4.9391,0.0,0.04939077458659691,0.00444748546014373,0.00444748546014373,0.08626899071009597,0.08626899071009597
2020-03-02,2020-03-03,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-03,2020-03-04,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-04,2020-03-05,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-05,2020-03-06,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-06,2020-03-07,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-07,2020-03-08,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-08,2020-03-09,0,volatility,sell,volatility,0.0,0,{},buy,False,sell,True,sell,False,3.1431,0.0,0.03143093465674118,-2.8522,0.02852233676975946,0.02852233676975946,-6.1373,0.0,0.06137258967447656,0.02852233676975946,0.02852233676975946,0.1213258611009772,0.1213258611009772
2020-03-09,2020-03-10,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-10,2020-03-11,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-11,2020-03-12,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-12,2020-03-13,1,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-13,2020-03-14,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-14,2020-03-15,1,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-15,2020-03-16,0,volatility,volatility,volatility,0.0,0,{},buy,False,buy,False,buy,False,7.6183,0.0,0.07618283881315158,3.5019,0.0,0.035019455252918386,2.5182,0.0,0.025182239893969616,0.0,0.0,0.13638453396003958,0.13638453396003958
2020-03-16,2020-03-17,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-17,2020-03-18,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-18,2020-03-19,1,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-19,2020-03-20,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-20,2020-03-21,1,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-21,2020-03-22,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-22,2020-03-23,0,volatility,sell,volatility,0.0,0,{},buy,False,buy,False,sell,False,9.7864,0.0,0.09786388474913066,3.1442,-0.03144224196855783,0.03144224196855783,-3.7492,0.0,0.03749191984486111,-0.03144224196855783,-0.03144224196855783,0.1667980465625496,0.1667980465625496
2020-03-23,2020-03-24,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-24,2020-03-25,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-25,2020-03-26,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-26,2020-03-27,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-27,2020-03-28,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-28,2020-03-29,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-29,2020-03-30,0,volatility,sell,volatility,0.0,0,{},sell,False,volatility,False,buy,False,-2.4887,0.0,0.02488687782805432,-1.5739,0.0157388999337309,0.0,4.2086,0.0,0.04208641146183134,0.0157388999337309,0.0157388999337309,0.06697328928988566,0.06697328928988566
2020-03-30,2020-03-31,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-03-31,2020-04-01,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-01,2020-04-02,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-02,2020-04-03,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-03,2020-04-04,0,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-04,2020-04-05,1,volatility,sell,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-05,2020-04-06,0,volatility,sell,volatility,0.0,0,{},sell,False,volatility,False,volatility,True,-4.9884,0.0,0.04988399071925753,1.9862,-0.01986197609829987,0.0,-0.6015,0.0,0.0,-0.01986197609829987,-0.01986197609829987,0.04988399071925753,0.04988399071925753
2020-04-06,2020-04-07,1,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-07,2020-04-08,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-08,2020-04-09,1,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-09,2020-04-10,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-10,2020-04-11,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-11,2020-04-12,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-12,2020-04-13,0,volatility,volatility,volatility,0.0,0,{},volatility,True,sell,False,buy,False,1.3675,0.0,0.0,-3.1523,0.0,0.03152335368872761,6.4405,0.0,0.06440458180246389,0.0,0.0,0.0959279354911915,0.0959279354911915
2020-04-13,2020-04-14,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-14,2020-04-15,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-15,2020-04-16,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-16,2020-04-17,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-17,2020-04-18,1,buy,buy,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-18,2020-04-19,1,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-19,2020-04-20,0,volatility,volatility,buy,0.0,0,{},volatility,True,volatility,True,buy,True,1.59,0.0,0.0,-1.2781,0.0,0.0,11.9188,0.11918781725888339,0.11918781725888339,0.11918781725888339,0.11918781725888339,0.11918781725888339,0.11918781725888339
2020-04-20,2020-04-21,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-21,2020-04-22,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-22,2020-04-23,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-23,2020-04-24,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-24,2020-04-25,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-25,2020-04-26,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-26,2020-04-27,0,volatility,volatility,buy,0.0,0,{},volatility,True,buy,False,sell,False,-0.5928,0.0,0.0,4.937,0.0,0.04936992922492678,-9.4702,-0.0947024673439768,0.0947024673439768,-0.0947024673439768,-0.0947024673439768,0.14407239656890358,0.14407239656890358
2020-04-27,2020-04-28,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-28,2020-04-29,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-29,2020-04-30,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-04-30,2020-05-01,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-01,2020-05-02,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-02,2020-05-03,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-03,2020-05-04,0,volatility,volatility,buy,0.0,0,{},buy,False,volatility,True,sell,False,6.2739,0.0,0.0627385496183206,0.8554,0.0,0.0,-6.6132,-0.06613226452905807,0.06613226452905807,-0.06613226452905807,-0.06613226452905807,0.12887081414737867,0.12887081414737867
2020-05-04,2020-05-05,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-05,2020-05-06,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-06,2020-05-07,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-07,2020-05-08,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-08,2020-05-09,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-09,2020-05-10,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-10,2020-05-11,0,volatility,volatility,buy,0.0,0,{},sell,False,buy,False,buy,True,-7.1156,0.0,0.07115600448933779,2.2672,0.0,0.022671668569564485,8.1545,0.0815450643776825,0.0815450643776825,0.0815450643776825,0.0815450643776825,0.17537273743658477,0.17537273743658477
2020-05-11,2020-05-12,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-12,2020-05-13,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-13,2020-05-14,1,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-14,2020-05-15,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-15,2020-05-16,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-16,2020-05-17,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-17,2020-05-18,0,volatility,volatility,volatility,0.0,0,{},volatility,True,volatility,True,volatility,True,-0.6042,0.0,0.0,-1.3397,0.0,0.0,-1.0317,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-18,2020-05-19,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-19,2020-05-20,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-20,2020-05-21,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-21,2020-05-22,1,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-22,2020-05-23,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-23,2020-05-24,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-24,2020-05-25,0,volatility,volatility,buy,0.0,0,{},volatility,True,sell,False,buy,True,-1.2643,0.0,0.0,-5.8196,0.0,0.058195926285160016,2.8669,0.02866880513231762,0.02866880513231762,0.02866880513231762,0.02866880513231762,0.08686473141747764,0.08686473141747764
2020-05-25,2020-05-26,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-26,2020-05-27,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-27,2020-05-28,1,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-28,2020-05-29,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-29,2020-05-30,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-30,2020-05-31,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-05-31,2020-06-01,0,volatility,volatility,buy,0.0,0,{},sell,False,sell,False,sell,False,-7.9537,0.0,0.0795370598374785,-3.9307,0.0,0.039306556814280746,-2.0659,-0.020658740986162605,0.020658740986162605,-0.020658740986162605,-0.020658740986162605,0.13950235763792185,0.13950235763792185
2020-06-01,2020-06-02,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-02,2020-06-03,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-03,2020-06-04,0,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-04,2020-06-05,2,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-05,2020-06-06,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-06,2020-06-07,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-07,2020-06-08,0,buy,buy,buy,0.0,0,{},buy,True,buy,True,sell,False,7.9989,0.07998929909042252,0.07998929909042252,2.68,0.026800071466857256,0.026800071466857256,-2.6866,-0.0268656716417911,0.0268656716417911,0.07992369891548867,0.07992369891548867,0.13365504219907087,0.13365504219907087
2020-06-08,2020-06-09,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-09,2020-06-10,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-10,2020-06-11,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-11,2020-06-12,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-12,2020-06-13,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-13,2020-06-14,1,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-14,2020-06-15,0,buy,buy,buy,0.0,0,{},buy,True,volatility,False,buy,True,7.2083,0.0720832301213774,0.0720832301213774,-0.9744,-0.00974421437271622,0.0,3.0879,0.0308793456032721,0.0308793456032721,0.09321836135193329,0.09321836135193329,0.10296257572464951,0.10296257572464951
2020-06-15,2020-06-16,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-16,2020-06-17,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-17,2020-06-18,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-18,2020-06-19,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-19,2020-06-20,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-20,2020-06-21,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-21,2020-06-22,0,buy,buy,buy,0.0,0,{},sell,False,sell,False,buy,True,-10.2588,-0.10258780036968584,0.10258780036968584,-3.6549,-0.0365489369179407,0.0365489369179407,5.3759,0.05375917476691128,0.05375917476691128,-0.08537756252071527,-0.08537756252071527,0.19289591205453782,0.19289591205453782
2020-06-22,2020-06-23,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-23,2020-06-24,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-24,2020-06-25,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-25,2020-06-26,1,volatility,volatility,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-26,2020-06-27,1,volatility,sell,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-27,2020-06-28,0,volatility,sell,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-28,2020-06-29,0,volatility,sell,buy,0.0,0,{},volatility,True,volatility,False,sell,False,1.0041,0.0,0.0,1.2584,-0.012584351632318302,0.0,-4.9134,-0.04913403614457834,0.04913403614457834,-0.061718387776896644,-0.061718387776896644,0.04913403614457834,0.04913403614457834
2020-06-29,2020-06-30,0,volatility,sell,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-06-30,2020-07-01,0,volatility,sell,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-01,2020-07-02,1,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-02,2020-07-03,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-03,2020-07-04,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-04,2020-07-05,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-05,2020-07-06,0,volatility,volatility,volatility,0.0,0,{},sell,False,buy,False,sell,False,-3.1608,0.0,0.03160846291103758,2.2875,0.0,0.022874639769452365,-8.2954,0.0,0.08295387052068903,0.0,0.0,0.13743697320117898,0.13743697320117898
2020-07-06,2020-07-07,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-07,2020-07-08,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-08,2020-07-09,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-09,2020-07-10,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-10,2020-07-11,1,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-11,2020-07-12,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-12,2020-07-13,0,volatility,volatility,volatility,0.0,0,{},sell,False,buy,False,sell,False,-5.5278,0.0,0.05527770465912085,4.5783,0.0,0.04578270822327868,-3.1736,0.0,0.03173575129533679,0.0,0.0,0.13279616417773632,0.13279616417773632
2020-07-13,2020-07-14,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-14,2020-07-15,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-15,2020-07-16,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-16,2020-07-17,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-17,2020-07-18,0,volatility,volatility,volatility,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-18,2020-07-19,1,volatility,volatility,sell,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-19,2020-07-20,0,volatility,volatility,sell,0.0,0,{},buy,False,volatility,True,sell,True,7.9131,0.0,0.0791306770688216,1.2628,0.0,0.0,-3.1215,0.031215161649944312,0.031215161649944312,0.031215161649944312,0.031215161649944312,0.11034583871876591,0.11034583871876591
2020-07-20,2020-07-21,0,volatility,volatility,sell,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-21,2020-07-22,1,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-22,2020-07-23,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-23,2020-07-24,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-24,2020-07-25,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
2020-07-25,2020-07-26,0,buy,buy,buy,0.0,0,{},,,,,,,,,,,,,,,,,,,
